ID,処方名,よみ,効能効果,生薬名,分量
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,レンギョウ,1.5-2
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,キキョウ,1.5-2
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,キコク,1.5-2
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,センキュウ,1.5-2
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,ゼンコ,1.5-2
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,キンギンカ,1.5-2
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,カンゾウ,1-1.5
s077,荊防敗毒散,けいぼうはいどくさん,体力中等度以上で、皮膚の炎症を伴う化膿性皮膚疾患・急性皮膚疾患・湿疹・皮膚炎,ショウキョウ,1
s078,桂麻各半湯,けいまかくはんとう,体力中等度で、発熱・悪寒・肌にかゆみがある感冒,ケイヒ,3.5
s078,桂麻各半湯,けいまかくはんとう,体力中等度で、発熱・悪寒・肌にかゆみがある感冒,シャクヤク,2
s078,桂麻各半湯,けいまかくはんとう,体力中等度で、発熱・悪寒・肌にかゆみがある感冒,ショウキョウ,0.5-1
s078,桂麻各半湯,けいまかくはんとう,体力中等度で、発熱・悪寒・肌にかゆみがある感冒,カンゾウ,2
s078,桂麻各半湯,けいまかくはんとう,体力中等度で、発熱・悪寒・肌にかゆみがある感冒,マオウ,2
s078,桂麻各半湯,けいまかくはんとう,体力中等度で、発熱・悪寒・肌にかゆみがある感冒,タイソウ,2
s078,桂麻各半湯,けいまかくはんとう,体力中等度で、発熱・悪寒・肌にかゆみがある感冒,杏仁2.5,
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,ビンロウジ,3-4
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,モッカ,3
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,キッピ,2-3
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,キキョウ,2-3
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,ブクリョウ,4-6
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,ゴシュユ,1-1.5
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,ソヨウ,1-2
s079,鶏鳴散加茯苓,けいめいさんかぶくりょう,体力中等度で、足のむくみがある人の、脚気、筋肉の痙攣,ショウキョウ,1-1.5
s555,外台四物湯加味,げだいしもつとうかみ,体力虚弱で、咳が続き痰が少ない人の、慢性気管支炎、気管支拡張症、百日咳,キキョウ,3
s555,外台四物湯加味,げだいしもつとうかみ,体力虚弱で、咳が続き痰が少ない人の、慢性気管支炎、気管支拡張症、百日咳,シオン,1.5
s555,外台四物湯加味,げだいしもつとうかみ,体力虚弱で、咳が続き痰が少ない人の、慢性気管支炎、気管支拡張症、百日咳,カンゾウ,2
s555,外台四物湯加味,げだいしもつとうかみ,体力虚弱で、咳が続き痰が少ない人の、慢性気管支炎、気管支拡張症、百日咳,バクモンドウ,9
s555,外台四物湯加味,げだいしもつとうかみ,体力虚弱で、咳が続き痰が少ない人の、慢性気管支炎、気管支拡張症、百日咳,ニンジン,1.5
s555,外台四物湯加味,げだいしもつとうかみ,体力虚弱で、咳が続き痰が少ない人の、慢性気管支炎、気管支拡張症、百日咳,バイモ,2.5
s555,外台四物湯加味,げだいしもつとうかみ,体力虚弱で、咳が続き痰が少ない人の、慢性気管支炎、気管支拡張症、百日咳,キョウニン,4.5
s080,堅中湯,けんちゅうとう,体力中等度以下で、吐き気・嘔吐・腹痛・下痢のある人,ハンゲ,5
s080,堅中湯,けんちゅうとう,体力中等度以下で、吐き気・嘔吐・腹痛・下痢のある人,ブクリョウ,5
s080,堅中湯,けんちゅうとう,体力中等度以下で、吐き気・嘔吐・腹痛・下痢のある人,ケイヒ,4
s080,堅中湯,けんちゅうとう,体力中等度以下で、吐き気・嘔吐・腹痛・下痢のある人,タイソウ,3
s080,堅中湯,けんちゅうとう,体力中等度以下で、吐き気・嘔吐・腹痛・下痢のある人,シャクヤク,3
s080,堅中湯,けんちゅうとう,体力中等度以下で、吐き気・嘔吐・腹痛・下痢のある人,カンキョウ,3
s080,堅中湯,けんちゅうとう,体力中等度以下で、吐き気・嘔吐・腹痛・下痢のある人,カンゾウ,1-1.5
s081,甲字湯,こうじとう,体力中等度以上で、下腹部の痛みがある人の、月経不順、月経困難症、更年期障害,ケイヒ,3-4
s081,甲字湯,こうじとう,体力中等度以上で、下腹部の痛みがある人の、月経不順、月経困難症、更年期障害,ブクリョウ,3-4
s081,甲字湯,こうじとう,体力中等度以上で、下腹部の痛みがある人の、月経不順、月経困難症、更年期障害,ボタンピ,3-4
s081,甲字湯,こうじとう,体力中等度以上で、下腹部の痛みがある人の、月経不順、月経困難症、更年期障害,トウニン,3-4
s081,甲字湯,こうじとう,体力中等度以上で、下腹部の痛みがある人の、月経不順、月経困難症、更年期障害,シャクヤク,3-4
s081,甲字湯,こうじとう,体力中等度以上で、下腹部の痛みがある人の、月経不順、月経困難症、更年期障害,カンゾウ,1.5
s081,甲字湯,こうじとう,体力中等度以上で、下腹部の痛みがある人の、月経不順、月経困難症、更年期障害,ショウキョウ,1-1.5
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,ソウジュツ,4-6
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,コウボク,3-4.5
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,チンピ,3-4.5
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,カンゾウ,1-1.5
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,シュクシャ,1.5-2
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,コウブシ,2-4
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,ショウキョウ,0.5-1
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,タイソウ,2-3
s082,香砂平胃散,こうしゃへいいさん,体力中等度で、消化不良・胃部不快感・食欲不振のある人,カッコウ,1
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,ビャクジュツ,2.5-3
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,ブクリョウ,2.5-3
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,ソウジュツ,2
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,コウボク,2-2.5
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,チンピ,2-2.5
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,コウブシ,2-2.5
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,白豆蔲,2
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,ニンジン,1.5-2
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,木香,1.5
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,シュクシャ,1.5-2.5
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,カンゾウ,1.5-2.5
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,タイソウ,1.5-2.5
s083,香砂養胃湯,こうしゃよういとう,体力中等度以下で、食欲不振・消化不良・胃部不快感のある人の、慢性胃炎、胃腸虚弱,ショウキョウ,0.7-1
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,ニンジン,3-4
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,ビャクジュツ,3-4
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,ブクリョウ,3-4
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,ハンゲ,3-6
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,チンピ,2-3
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,コウブシ,2-3
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,タイソウ,1.5-2
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,ショウキョウ,0.5-1
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,カンゾウ,1-1.5
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,シュクシャ,1-2
s084,香砂六君子湯,こうしゃりっくんしとう,体力中等度以下で、食欲不振・消化不良・むかつき・胃腸が弱い人の、胃腸虚弱、慢性胃炎,カッコウ,1-2
s085,香蘇散,こうそさん,体力虚弱で、神経過敏で気分がすぐれない人の、感冒の初期、血の道症,コウブシ,3.5-4.5
s085,香蘇散,こうそさん,体力虚弱で、神経過敏で気分がすぐれない人の、感冒の初期、血の道症,ソヨウ,1-3
s085,香蘇散,こうそさん,体力虚弱で、神経過敏で気分がすぐれない人の、感冒の初期、血の道症,チンピ,2-3
s085,香蘇散,こうそさん,体力虚弱で、神経過敏で気分がすぐれない人の、感冒の初期、血の道症,カンゾウ,1-1.5
s085,香蘇散,こうそさん,体力虚弱で、神経過敏で気分がすぐれない人の、感冒の初期、血の道症,ショウキョウ,1-2
s086,厚朴生姜半夏人参甘草湯,こうぼくしょうきょうはんげにんじんかんぞうとう,体力中等度で、腹部膨満・腹鳴・軟便・下痢のある人,コウボク,3
s086,厚朴生姜半夏人参甘草湯,こうぼくしょうきょうはんげにんじんかんぞうとう,体力中等度で、腹部膨満・腹鳴・軟便・下痢のある人,ヒネショウガ,3
s086,厚朴生姜半夏人参甘草湯,こうぼくしょうきょうはんげにんじんかんぞうとう,体力中等度で、腹部膨満・腹鳴・軟便・下痢のある人,ハンゲ,4
s086,厚朴生姜半夏人参甘草湯,こうぼくしょうきょうはんげにんじんかんぞうとう,体力中等度で、腹部膨満・腹鳴・軟便・下痢のある人,ニンジン,1.5
s086,厚朴生姜半夏人参甘草湯,こうぼくしょうきょうはんげにんじんかんぞうとう,体力中等度で、腹部膨満・腹鳴・軟便・下痢のある人,カンゾウ,2.5
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,ジオウ,"5-8,"
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,サンシュユ,"3-4,"
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,サンヤク,"4,"
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,タクシャ,"3,"
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,ブクリョウ,"3,"
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,ボタンピ,"2-3,"
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,クコシ,"4-5,"
s087,杞菊地黄丸,こきくじおうがん,体力中等度以下で、疲れやすく目が疲れ視力低下・かすみ目・めまいのある、腎虚、老眼、白内障,キクカ,"3,"
s088,五虎湯,ごことう,体力中等度以上で、咳が強くでてときに口渇がある人の、気管支炎、気管支喘息、小児喘息,マオウ,4
s088,五虎湯,ごことう,体力中等度以上で、咳が強くでてときに口渇がある人の、気管支炎、気管支喘息、小児喘息,キョウニン,4
s088,五虎湯,ごことう,体力中等度以上で、咳が強くでてときに口渇がある人の、気管支炎、気管支喘息、小児喘息,カンゾウ,2
s088,五虎湯,ごことう,体力中等度以上で、咳が強くでてときに口渇がある人の、気管支炎、気管支喘息、小児喘息,セッコウ,10
s088,五虎湯,ごことう,体力中等度以上で、咳が強くでてときに口渇がある人の、気管支炎、気管支喘息、小児喘息,ソウハクヒ,1-3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,ゴシツ,3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,ケイヒ,3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,シャクヤク,3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,トウニン,3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,トウキ,3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,ボタンピ,3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,エンゴサク,3
s089,牛膝散,ごしつさん,体力中等度以上で、血行が悪く月経不順・月経困難症・更年期障害・打ち身のある人,モッコウ,1
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,ブクリョウ,2-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,ソウジュツ,2-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,チンピ,2-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,ハンゲ,2-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,トウキ,1.2-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,シャクヤク,1-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,センキュウ,1-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,コウボク,1-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,ビャクシ,1-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,キジツ,1-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,キキョウ,1-3
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,カンキョウ,1-1.5
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,ショウキョウ,0.3-0.6
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,ケイヒ,1-1.5
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,マオウ,1-2.5
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,タイソウ,1-2
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,カンゾウ,1-1.2
s090,五積散,ごしゃくさん,体力中等度で、冷えて腰や関節が痛む人の、腰痛、神経痛、関節痛、月経不順、月経困難、更年期障害、感冒,コウブシ,1.2
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,ジオウ,5-8
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,サンシュユ,2-4
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,サンヤク,3-4
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,タクシャ,3
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,ブクリョウ,3-4
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,ボタンピ,3
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,ケイヒ,1-2
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,加工ブシ,0.5-1
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,ゴシツ,2-3
s091,牛車腎気丸,ごしゃじんきがん,体力中等度以下で、疲れやすく四肢が冷えやすく尿量減少または多尿で、ときに口渇がある人の、下肢痛、腰痛、しびれ、老人の排尿困難、高齢者のかすみ目、老年性白内障、多尿,シャゼンシ,2-3
s092,呉茱萸湯,ごしゅゆとう,体力中等度以下で、手足が冷えはきけがあり頭痛・嘔吐のある人の、偏頭痛、頭痛、嘔吐,ゴシュユ,3-4
s092,呉茱萸湯,ごしゅゆとう,体力中等度以下で、手足が冷えはきけがあり頭痛・嘔吐のある人の、偏頭痛、頭痛、嘔吐,タイソウ,2-4
s092,呉茱萸湯,ごしゅゆとう,体力中等度以下で、手足が冷えはきけがあり頭痛・嘔吐のある人の、偏頭痛、頭痛、嘔吐,ニンジン,2-3
s092,呉茱萸湯,ごしゅゆとう,体力中等度以下で、手足が冷えはきけがあり頭痛・嘔吐のある人の、偏頭痛、頭痛、嘔吐,ショウキョウ,1-2
s093,五物解毒散,ごもつげどくさん,体力中等度以上で、皮膚の炎症・腫れ・化膿傾向のある、化膿性皮膚疾患、湿疹、にきび,センキュウ,5
s093,五物解毒散,ごもつげどくさん,体力中等度以上で、皮膚の炎症・腫れ・化膿傾向のある、化膿性皮膚疾患、湿疹、にきび,キンギンカ,2
s093,五物解毒散,ごもつげどくさん,体力中等度以上で、皮膚の炎症・腫れ・化膿傾向のある、化膿性皮膚疾患、湿疹、にきび,ジュウヤク,2
s093,五物解毒散,ごもつげどくさん,体力中等度以上で、皮膚の炎症・腫れ・化膿傾向のある、化膿性皮膚疾患、湿疹、にきび,ダイオウ,1
s093,五物解毒散,ごもつげどくさん,体力中等度以上で、皮膚の炎症・腫れ・化膿傾向のある、化膿性皮膚疾患、湿疹、にきび,ケイガイ,1.5
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,ブクリョウ,5-6
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,トウキ,3
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,オウゴン,3
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,カンゾウ,3
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,シャクヤク,1-2
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,サンシシ,1-2
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,ジオウ,3
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,タクシャ,3
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,モクツウ,3
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,カッセキ,3
s094,五淋散,ごりんさん,体力中等度以上で、頻尿・排尿痛・残尿感・尿の混濁・血尿のある、尿道炎、膀胱炎,シャゼンシ,3
s095,五苓散,ごれいさん,のどが渇いて尿の量が減少するものの、急性胃腸炎、二日酔い、頭痛、むくみ、下痢、嘔吐,タクシャ,4-6
s095,五苓散,ごれいさん,のどが渇いて尿の量が減少するものの、急性胃腸炎、二日酔い、頭痛、むくみ、下痢、嘔吐,チョレイ,3-4.5
s095,五苓散,ごれいさん,のどが渇いて尿の量が減少するものの、急性胃腸炎、二日酔い、頭痛、むくみ、下痢、嘔吐,ブクリョウ,3-4.5
s095,五苓散,ごれいさん,のどが渇いて尿の量が減少するものの、急性胃腸炎、二日酔い、頭痛、むくみ、下痢、嘔吐,ソウジュツ,3-4.5
s095,五苓散,ごれいさん,のどが渇いて尿の量が減少するものの、急性胃腸炎、二日酔い、頭痛、むくみ、下痢、嘔吐,ケイヒ,2-3
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,サイコ,5-8
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,ハンゲ,5-8
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,オウゴン,3
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,タイソウ,3
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,ニンジン,2-3
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,カンゾウ,1.5-3
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,ショウキョウ,1-1.5
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,カロニン,3
s096,柴陥湯,さいかんとう,体力中等度以上で、胸脇部が苦しく胸痛・咳嗽・黄色い痰のある、気管支炎、気管支喘息,オウレン,1-1.5
s566,柴葛解肌湯,さいかつげきとう,体力中等度以上で、感冒・発熱・頭痛・鼻炎（陽明病期の感冒）のある人,サイコ,3-5
s566,柴葛解肌湯,さいかつげきとう,体力中等度以上で、感冒・発熱・頭痛・鼻炎（陽明病期の感冒）のある人,カッコン,2.5-4
s566,柴葛解肌湯,さいかつげきとう,体力中等度以上で、感冒・発熱・頭痛・鼻炎（陽明病期の感冒）のある人,マオウ,2-3
s566,柴葛解肌湯,さいかつげきとう,体力中等度以上で、感冒・発熱・頭痛・鼻炎（陽明病期の感冒）のある人,ケイヒ,2-3
s566,柴葛解肌湯,さいかつげきとう,体力中等度以上で、感冒・発熱・頭痛・鼻炎（陽明病期の感冒）のある人,オウゴン,2-3
